time,latitude,longitude,sea_surface_temperature,wind_speed,catch_rate
2023-03-07,13.814044124737373,80.6111529266313,26.62,3.53,Medium
2023-03-08,13.211386337462145,80.5455236114929,26.0,4.46,Medium
2023-03-09,14.20329547113106,80.55372612598066,30.08,3.61,High
2023-03-10,13.111825965519657,80.03923672682963,25.57,3.87,Low
2023-03-11,14.480330404900776,79.94038776639674,30.74,4.85,Medium
2023-03-12,14.158367153944987,80.71404173321777,24.09,3.73,Low
2023-03-13,13.298073522301259,80.71517009201877,30.79,10.97,Low
2023-03-14,13.008283175685403,80.80060847787016,24.3,2.8,Low
2023-03-15,14.223192142682251,80.8698608288347,30.24,7.25,Medium
2023-03-16,14.060286015771425,80.26701359829141,27.69,6.1,Medium
2023-03-17,14.09351075206148,80.2522744420308,30.95,11.82,Low
2023-03-18,14.156905520028918,80.69744276845016,24.52,3.12,Low
2023-03-19,13.111066977601135,80.47494589616664,27.88,5.98,Medium
2023-03-20,13.537698592816408,80.55295031588655,30.79,11.69,Low
2023-03-21,13.173803589287694,80.69368900415415,27.66,10.66,Low
2023-03-22,14.29465513881339,80.83500801272635,28.41,10.17,Low
2023-03-23,13.934947190241337,80.00699273527731,28.87,4.58,Medium
2023-03-24,13.496347037278973,80.06337442895992,27.18,3.71,Medium
2023-03-25,13.095337525429036,79.6409729097613,28.39,8.69,Medium
2023-03-26,13.466473482573493,80.36742021149426,28.09,11.29,Low
2023-03-27,13.48777498304012,79.55391341069512,30.31,7.57,Medium
2023-03-28,14.094409267507096,80.1983970271987,24.32,7.72,Low
2023-03-29,13.95633620703282,80.31396695206136,25.97,4.8,Low
2023-03-30,14.33081911386449,79.92981187819242,30.65,9.69,Medium
2023-03-31,13.708322387742925,80.38624989085352,30.23,3.87,High
2023-04-01,13.179391368907453,79.54575037490858,27.19,5.24,Medium
2023-04-02,14.069867180834493,79.55602228312382,28.34,6.25,Medium
2023-04-03,14.141177572925347,80.73390084098949,25.94,7.08,Low
2023-04-04,13.841915796354245,80.0402859621169,25.32,4.42,Low
2023-04-05,14.15645076993184,79.69059076897783,27.25,3.15,Medium
2023-04-06,13.740693394546586,80.28336489008221,26.47,8.11,Medium
2023-04-07,13.78409924407299,80.65499032964792,28.09,4.89,Medium
2023-04-08,13.641311527537825,79.82373154124527,24.54,7.81,Low
2023-04-09,13.038128690116142,80.4343357137285,30.82,3.54,High
2023-04-10,13.161837140489956,79.62802119749065,30.9,6.81,Medium
2023-04-11,13.047143778530101,79.57752258175292,28.89,7.33,Medium
2023-04-12,13.954615616895671,80.29703194735222,27.75,2.52,Medium
2023-04-13,13.47153397161449,80.31095268241516,26.17,5.37,Medium
2023-04-14,13.762856036747054,80.4561448522473,29.7,3.34,High
2023-04-15,14.36134971088914,80.58913700058399,28.79,2.63,High
2023-04-16,13.373938343723312,80.9637781191938,25.14,11.9,Low
2023-04-17,13.615574384553444,80.27445052245179,30.38,5.22,Medium
2023-04-18,14.133326707814573,79.98443470941187,29.76,10.1,Low
2023-04-19,13.343197248237434,80.69277929215306,30.65,4.55,Medium
2023-04-20,13.11546986474319,79.90624837689312,29.08,8.82,Medium
2023-04-21,13.434627179370652,80.15845713105846,28.29,9.6,Medium
2023-04-22,13.241831930881007,79.6176845720134,26.93,7.96,Medium
2023-04-23,14.39454647851386,79.53802611512319,30.53,6.72,Medium
2023-04-24,14.212180569346625,80.94397262201689,30.06,6.12,Medium
2023-04-25,13.950105634765634,80.7539701807683,24.32,5.49,Low
2023-04-26,14.307190885281576,80.54396130914054,24.18,11.3,Low
2023-04-27,14.205508115348671,80.1134294166214,26.64,10.31,Low
2023-04-28,13.279855088329054,79.75994148010626,29.67,11.65,Low
2023-04-29,14.338838497734967,79.73465556400663,30.91,3.24,High
2023-04-30,13.809013362873475,79.87536434724689,25.05,9.31,Low
2023-05-01,14.211160232746094,80.32383999705918,28.16,11.38,Low
2023-05-02,14.34413694988524,80.5718938840501,26.67,3.81,Medium
2023-05-03,13.477005212457795,80.49029606507659,30.79,2.66,High
2023-05-04,13.165077886791515,79.91990084541891,29.89,9.41,Medium
2023-05-05,13.341902743812913,80.93229792099478,29.87,7.74,Medium
2023-05-06,13.640661682939385,80.60684537504365,27.28,10.42,Low
2023-05-07,14.227022148883739,80.3315310787671,26.9,3.4,Medium
2023-05-08,14.291095874884515,80.41758111935152,25.91,9.95,Low
2023-05-09,13.010428195796786,80.12940009364168,24.39,4.02,Low
2023-05-10,13.766120953866348,79.87159648425174,30.05,3.64,High
2023-05-11,13.626116504723168,80.0339590179769,29.69,3.64,High
2023-05-12,13.333161715706096,80.63676916569655,31.0,10.15,Low
2023-05-13,13.179798051000525,79.52159023294463,30.98,8.65,Medium
2023-05-14,13.506422757105442,79.67410896076038,27.89,7.23,Medium
2023-05-15,14.41436455586878,79.56900396303263,29.38,5.59,Medium
2023-05-16,13.484804398031132,79.56109320347845,30.61,10.77,Low
2023-05-17,13.778185932615049,80.7831908760165,29.95,5.92,Medium
2023-05-18,14.054528438342768,80.55548678907003,25.73,10.17,Low
2023-05-19,13.545444403568942,80.21126074363099,27.15,6.39,Medium
2023-05-20,14.457673124081442,79.6467512409765,24.9,5.77,Low
2023-05-21,14.443670942413167,80.23742381267525,30.68,6.63,Medium
2023-05-22,13.377673443738047,80.21020765617085,28.24,5.01,Medium
2023-05-23,13.745872758838578,79.75980280486502,25.6,9.48,Low
2023-05-24,13.451317464725154,80.15077747385696,28.7,7.03,Medium
2023-05-25,13.4272607415662,80.09775710159606,28.33,4.32,Medium
2023-05-26,13.0553304210318,80.42377514707833,26.51,11.0,Low
2023-05-27,13.914346500969845,80.45264047630147,24.79,5.84,Low
2023-05-28,13.754018534843292,79.56795601465807,28.7,7.44,Medium
2023-05-29,13.077218126874984,80.06191892193971,27.64,11.06,Low
2023-05-30,13.417969696354918,80.43878987357135,29.41,8.24,Medium
2023-05-31,14.362398828949981,80.25470438787013,27.64,3.17,Medium
2023-06-01,13.359342836000458,80.78473476178249,29.97,11.4,Low
2023-06-02,13.217342308136836,80.48804044742842,27.86,8.28,Medium
2023-06-03,13.734179140416344,79.74440164062214,27.93,5.35,Medium
2023-06-04,14.4784756811659,79.60585312110065,30.14,3.39,High
2023-06-05,13.36308290726725,80.46362891730948,26.82,9.94,Medium
2023-06-06,14.008203321108818,79.53976696581243,24.94,8.2,Low
2023-06-07,14.142429422993077,80.37866337191019,24.2,7.33,Low
2023-06-08,13.3564563159886,80.91034536213743,29.29,10.94,Low
2023-06-09,14.092324522917789,80.36321126681382,28.34,9.89,Medium
2023-06-10,13.55167469907888,80.08225488930978,28.93,3.52,High
2023-06-11,13.948458745890369,80.46493232766353,25.49,5.12,Low
2023-06-12,13.950294566141341,80.18737933573728,24.95,4.48,Low
2023-06-13,13.803662026112137,80.3184251839739,24.1,9.44,Low
2023-06-14,13.135434655081612,80.91219721316479,26.45,2.34,Medium
2023-06-15,14.252953743383857,80.07915395670116,28.13,7.7,Medium
2023-06-16,13.481170097457603,80.94178584573586,26.75,9.62,Medium
2023-06-17,13.279777765599782,80.8580259629341,27.06,10.77,Low
2023-06-18,13.061162712332147,79.79368670218395,30.33,5.42,Medium
2023-06-19,13.886339414782363,79.60404195131275,26.44,10.21,Low
2023-06-20,14.016346542763424,79.65116700206615,27.6,3.11,Medium
2023-06-21,13.024881743391784,79.52733273847733,29.49,10.46,Low
2023-06-22,13.768139587448921,79.6416644411339,26.78,3.27,Medium
2023-06-23,13.339743662796907,80.52451016012454,28.35,5.97,Medium
2023-06-24,13.967759185614174,79.60678297269034,30.04,9.97,Medium
2023-06-25,13.261549643507488,79.97846344544064,30.65,3.5,High
2023-06-26,14.0364066071537,80.76731296645418,25.03,4.29,Low
2023-06-27,13.580103019450807,79.53490790360374,30.49,9.22,Medium
2023-06-28,14.405094983105101,80.72170272388341,27.44,9.2,Medium
2023-06-29,13.20628141621899,79.9227821621601,25.81,8.41,Low
2023-06-30,13.511599526575388,79.67724724143248,27.21,8.94,Medium
2023-07-01,13.170210281860884,80.54510574804623,30.86,7.43,Medium
2023-07-02,14.387040427417844,80.44341427016982,27.45,4.52,Medium
2023-07-03,14.316009030071472,80.81620802029057,26.3,5.46,Medium
2023-07-04,13.386912441572733,80.60260656570583,28.43,3.82,High
2023-07-05,13.989976069051268,80.70522139557727,25.68,11.08,Low
2023-07-06,14.225833300301824,79.92305185885697,24.53,7.83,Low
2023-07-07,13.832801217399194,79.76615931566958,24.9,6.01,Low
2023-07-08,13.79447586753401,80.6259221274613,24.9,6.62,Low
2023-07-09,13.362778436350677,80.7102521089009,25.06,11.47,Low
2023-07-10,13.139654151708848,80.98575771300101,24.97,3.53,Low
2023-07-11,14.34582363692999,80.11892651536714,28.49,7.86,Medium
2023-07-12,14.350627085744996,80.05802712868918,25.27,7.06,Low
2023-07-13,13.949652185909901,80.66461944111299,26.42,8.11,Medium
2023-07-14,13.508544686573051,80.01120531037952,30.28,2.18,High
2023-07-15,13.52381436191899,80.89613598840535,27.32,10.72,Low
2023-07-16,14.088933518305359,80.78761912776451,28.67,11.32,Low
2023-07-17,14.345665389928865,80.14349104106253,25.21,7.65,Low
2023-07-18,14.330629636397676,80.62630660168725,25.35,8.97,Low
2023-07-19,14.169813318786435,80.63181431112703,24.29,11.22,Low
